"Product ID;Image;Name;Reference;Category;""Price (tax excl.)"";""Price (tax incl.)"";Quantity;Status;Position",,
"69;https://mlicanada.com/243/5x5x3-triangle-cake-board-gold-silver-w-tab.jpg;""5x5x3 Triangle Cake Board Gold/Silver w/ Tab"";.040-553Triangle;""Cake Board"";0.000000;0;0;1",,
"73;https://mlicanada.com/238/12-x-4-1-2-gold-white-board-45pt.jpg;""12 x 4 1/2 """"  Gold/White board 45pt"";.045-12412PG;""Cake Board"";0.000000;0;0;1",,
"75;https://mlicanada.com/239/2-1-4-x-3-7-8-cake-board-045.jpg;""2 1/4 x 3 7/8 Cake Board .045"";.045-214378GT;""Cake Board"";0.000000;0;0;1",,
"87;https://mlicanada.com/246/4-x-2-gold-white-1000-cs.jpg;""4 x 2 Gold/White (1000/cs"";.045-42-1000;""Cake Board"";0.000000;0;0;1",,
"90;https://mlicanada.com/247/475-x-175-gold-silver-cake-board.jpg;""4.75 x 1.75 Gold & Silver Cake board"";.045-434134-500;""Cake Board"";0.000000;0;0;1",,
"95;https://mlicanada.com/270/4-rnd-cake-board-gold-black-w-tab.jpg;""4"""" Rnd Cake Board Gold/Black w/ Tab"";.045-4RTGB;""Cake Board"";0.000000;0;0;1",,
"99;https://mlicanada.com/249/525-x-175-gold-board-45pt-1000-cs.jpg;""5.25 x 1.75 Gold Board 45pt (1000/cs)"";.045-514134-1000;""Cake Board"";0.000000;0;0;1",,
"104;https://mlicanada.com/250/575-x-10-board-45pt-gold.jpg;""5.75 x 10"""" Board 45pt Gold"";.045-57510PG;""Cake Board"";0.000000;0;0;1",,
"106;https://mlicanada.com/253/5-rnd-cake-board-bh-gold.jpg;""5"""" Rnd Cake Board BH Gold"";.045-5RPBHG;""Cake Board"";0.000000;0;0;1",,
"112;https://mlicanada.com/251/8x9-1-2-board-45pt-gold.jpg;""8x9 1/2"""" Board 45pt Gold"";.045-8912PG;""Cake Board"";0.000000;0;0;1",,
"113;https://mlicanada.com/252/8-rnd-black-white-cake-board.jpg;""8"""" RND BLACK/WHITE Cake Board"";.045-8RPB(B/W);""Cake Board"";0.000000;0;0;1",,
"115;https://mlicanada.com//8x8-cake-board-gold-045.jpg;""8x8"""" Cake Board Gold .045"";.045-8SPG;Products;0.000000;0;0;1",,
"118;https://mlicanada.com//9-1-4-x-4-gold-board-45pt.jpg;""9 1/4 x 4""""  Gold Board 45pt"";.045-9144PG;Products;0.000000;0;0;1",,
"119;https://mlicanada.com//9-sq-cake-board-gold-045.jpg;""9"""" Sq Cake Board Gold .045"";.045-9SPG;Products;0.000000;0;0;1",,
"120;https://mlicanada.com//oval-045-gold-tab.jpg;""Oval .045 Gold Tab"";.045-OVALTG;Products;0.000000;0;0;1",,
"121;https://mlicanada.com/244/teardrop-045-gold-tab.jpg;""Teardrop .045 Gold Tab"";.045-TEARTG;""Cake Board"";0.000000;0;0;1",,
"122;https://mlicanada.com//3-1-4-rnd-black-white-tab-65pt.jpg;""3 1/4"""" Rnd Black/White Tab 65pt"";.050-314RTB(B/W);Products;0.000000;0;0;1",,
"123;https://mlicanada.com//3-1-4-rnd-board-w-tab-gold-black.jpg;""3 1/4"""" Rnd Board w/ Tab Gold/Black"";.050-314RTBG;Products;0.000000;0;0;1",,
"129;https://mlicanada.com//4x13-bh-gold-60pt.jpg;""4x13 BH Gold 60pt"";.060-413PBHG;Products;0.000000;0;0;1",,
"135;https://mlicanada.com/254/13x17-bh-gold-white-70pt.jpg;""13x17 BH Gold/White 70pt"";.070-1317PBHG;""Cake Board"";0.000000;0;0;1",,
"136;https://mlicanada.com//14-rnd-board-70pt-scallop-bhgold.jpg;""14"""" Rnd Board 70pt Scallop BHGold"";.070-14RSBHG;Products;0.000000;0;0;1",,
"137;https://mlicanada.com//8-sq-gold-silver-board-70pt.jpg;""8"""" Sq Gold/Silver Board 70pt."";.070-8SPBHG;Products;0.000000;0;0;1",,
"138;https://mlicanada.com//11-square-cake-board-scallop-gold-silver.jpg;""11"""" Square Cake Board Scallop Gold/Silver"";.080-11SSGS;Products;0.000000;0;0;1",,
"139;https://mlicanada.com//9-rnd-cake-board-scallop-gold-silver.jpg;""9"""" Rnd Cake Board Scallop Gold/Silver"";.080-9RSGS;Products;0.000000;0;0;1",,
"140;https://mlicanada.com//9-square-cake-board-gold-silver-thick-100-cs.jpg;""9"""" Square Cake Board Gold/Silver Thick (100/cs)"";.080-9SSGS;Products;0.000000;0;0;1",,
"141;https://mlicanada.com//10-square-foldunder-cake-board-silver-1-4.jpg;""10"""" Square Foldunder Cake Board Silver 1/4"""""";.1/4-10SS;Products;0.000000;0;0;1",,
"142;https://mlicanada.com//12-round-sliver-wrapped-12-pk.jpg;""12' Round Sliver Wrapped (12/PK)"";.1/4-12RS;Products;0.000000;0;0;1",,
"143;https://mlicanada.com//14-rnd-silver-wrapped-board-12-pk.jpg;""14"""" Rnd Silver Wrapped Board (12/pk)"";.1/4-14RS;Products;0.000000;0;0;1",,
"144;https://mlicanada.com/255/18-round-sliver-wrapped-24-pk.jpg;""18"""" Round Sliver Wrapped (24/pk)"";.1/4-18RS;""Cake Board"";0.000000;0;0;1",,
"145;https://mlicanada.com//18-sq-board-silver-1-4-24-pk.jpg;""18"""" SQ Board Silver .1/4 (24/pk)"";.1/4-18SS;Products;0.000000;0;0;1",,
"146;https://mlicanada.com//9-round-foldunder-cake-board-silver-1-4.jpg;""9"""" Round Foldunder Cake Board Silver 1/4"""""";.1/4-9RS;Products;0.000000;0;0;1",,
"147;https://mlicanada.com//10-rnd-gold-cake-board-12-pk.jpg;""10"""" Rnd  GOLD Cake Board (12/pk)"";.3/16-10RG;Products;0.000000;0;0;1",,
"148;https://mlicanada.com/259/10-rnd-silver-cake-board-12-pk.jpg;""10"""" Rnd Silver Cake Board (12/pk)"";.3/16-10RS;""Cake Board"";0.000000;0;0;1",,
"149;https://mlicanada.com//10-square-sliver-foil-wrap-board.jpg;""10"""" Square Sliver Foil Wrap Board"";.3/16-10SS;Products;0.000000;0;0;1",,
"150;https://mlicanada.com/256/12-rnd-gold-cake-board-12-pk.jpg;""12"""" Rnd Gold  Cake Board (12/pk)"";.3/16-12RG;""Cake Board"";0.000000;0;0;1",,
"151;https://mlicanada.com/257/12-rnd-silver-cake-board-12-pk.jpg;""12"""" Rnd Silver Cake Board (12/pk)"";.3/16-12RS;""Cake Board"";0.000000;0;0;1",,
"152;https://mlicanada.com/258/12-sq-sliver-cake-board-12-pk.jpg;""12"""" Sq Sliver Cake Board (12/pk)"";.3/16-12SS;""Cake Board"";0.000000;0;0;1",,
"153;https://mlicanada.com//14-round-foil-wrapped-cake-board-gold.jpg;""14"""" Round Foil Wrapped Cake Board Gold"";.3/16-14RG;Products;0.000000;0;0;1",,
"154;https://mlicanada.com/260/14-rnd-silver-cake-board-12-pk.jpg;""14"""" Rnd Silver Cake Board (12/pk)"";.3/16-14RS;""Cake Board"";0.000000;0;0;1",,
"155;https://mlicanada.com/261/14-sq-sliver-cake-board-12-pk.jpg;""14"""" Sq Sliver Cake Board (12/pk)"";.3/16-14SS;""Cake Board"";0.000000;0;0;1",,
"156;https://mlicanada.com/262/16-rnd-silver-cake-board-12-pk.jpg;""16"""" Rnd Silver Cake Board (12/pk)"";.3/16-16RS;""Cake Board"";0.000000;0;0;1",,
"157;https://mlicanada.com//16-sq-board-sliver-12-pk.jpg;""16"""" SQ Board Sliver (12/pk)"";.3/16-16SS;Products;0.000000;0;0;1",,
"158;https://mlicanada.com//6-rnd-gold-cake-board-12-pkg.jpg;""6"""" Rnd Gold  Cake Board (12/pkg)"";.3/16-6RG;Products;0.000000;0;0;1",,
"159;https://mlicanada.com/263/6-rnd-silver-cake-board-12-pk.jpg;""6"""" Rnd Silver  Cake Board (12/pk)"";.3/16-6RS;""Cake Board"";0.000000;0;0;1",,
"160;https://mlicanada.com/264/7-rnd-gold-cake-board-12-pk.jpg;""7"""" Rnd Gold Cake Board (12/pk)"";.3/16-7RG;""Cake Board"";0.000000;0;0;1",,
"161;https://mlicanada.com//8-rnd-gold-cake-board-12-pkg.jpg;""8"""" Rnd Gold Cake Board (12/pkg)"";.3/16-8RG;Products;0.000000;0;0;1",,
"162;https://mlicanada.com/265/8-rnd-silver-cake-board-12-pkg.jpg;""8"""" Rnd Silver  Cake Board (12/pkg)"";.3/16-8RS;""Cake Board"";0.000000;0;0;1",,
"163;https://mlicanada.com//9-rnd-gold-cake-board-12-pk.jpg;""9"""" Rnd Gold cake board (12/pk)"";.3/16-9RG;Products;0.000000;0;0;1",,
"164;https://mlicanada.com/266/9-rnd-silver-cake-board-3-1625-pk-4pk25-case.jpg;""9"""" Rnd Silver cake board 3/16""""(25/pk) (4pk*25)/case"";.3/16-9RS;""Cake Board"";0.000000;0;0;1",,
"171;https://mlicanada.com//10-foil-container-4-x-50.jpg;""10"""" Foil Container (4 x 50)"";11930;Products;0.000000;0;0;1",,
"179;https://mlicanada.com/34/5-1-4-round-foil-container-12-x-84.jpg;""5 1/4"""" Round Foil Container (12 x 84)"";1450;Products;0.000000;0;0;1",,
"181;https://mlicanada.com//2-2-5-foil-cake-cup.jpg;""2 2/5"""" Foil Cake Cup"";152-G9.406;Products;0.000000;0;0;1",,
"188;https://mlicanada.com/267/9-foil-pie-plate-4-x-125.jpg;""9"""" Foil Pie Plate ( 4 x 125)"";1805A;Foil;0.000000;0;0;1",,
"191;https://mlicanada.com/95/6-plastic-dome-lid-clear.jpg;""6"""" Plastic Dome Lid Clear"";2065A;Products;0.000000;0;0;1",,
"192;https://mlicanada.com//6-swiss-roll-tray-brown.jpg;""6"""" Swiss Roll Tray Brown"";2065B-Q;Products;0.000000;0;0;1",,
"193;https://mlicanada.com/41/6-dome-lid-clear.jpg;""6""""+ dome lid clear"";2069A;Products;0.000000;0;0;1",,
"194;https://mlicanada.com//6-swiss-roll-tray-brown.jpg;""6""""+ swiss roll tray brown"";2069B-Q;Products;0.000000;0;0;1",,
"195;https://mlicanada.com//8-swiss-roll-lid-1000-cs.jpg;""8"""" Swiss Roll Lid  (1000/cs)"";2080A;Products;0.000000;0;0;1",,
"196;https://mlicanada.com//8-swiss-roll-base-1000-cs.jpg;""8"""" Swiss Roll Base (1000/cs)"";2080BQ;Products;0.000000;0;0;1",,
